airline_id	channel	service_class	service_status_raw	fare_class	fare_nature_raw	amount	currency	scope_raw	billing_basis_raw	booking_deadline	official_url	locator	evidence_excerpt	citation_check	page_date	verified_date	legacy_fee	legacy_farelist	repo_linkage	assessment
korean_air	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	contacter cargo	https://www.koreanair.com/contents/footer/others/service-fees?hl=en	Cargo referral	Korean Air Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public général
korean_air	hold	OFFERED	ACCEPTE	MATRIX	GRILLE	≤32kg mêmes tarifs; 33–45kg domestique 60000 KRW, international 300/450/600 USD-CAD	KRW|USD|CAD|autres équivalents	distance/zone → distance/zone	contenant → aller simple	réservation préalable	https://www.koreanair.com/contents/footer/others/service-fees?hl=en	Traveling with Pets	USD 600	PRICE_EXCERPT_PRESENT	—	2026-09-10	$150–600	4	ABSENTE → NON	Correspondance internationale peut ajouter un supplément
la_compagnie	cabin	OFFERED	ACCEPTE	EXACT	EXACT	200	EUR	Paris/New York/Milan réseau admissible → réseau admissible	animal+contenant → par trajet	≤48 h; réserver tôt	https://www.lacompagnie.com/en/plan/special-services	Pets	EUR 200 per journey	PRICE_EXCERPT_PRESENT	—	2026-09-10	€200 one-way	3	ABSENTE → NON	Page illustre 400 EUR/500 USD aller-retour; max 4 animaux
la_compagnie	cargo	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.lacompagnie.com/en/plan/special-services	Pets	in the cabin only	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Aucun service cargo animal annoncé
la_compagnie	hold	NOT_OFFERED	NON_PROPOSE	NOT_APPLICABLE	SANS_OBJET	—	—	—	animal ordinaire	—	https://www.lacompagnie.com/en/plan/special-services	Pets	in the cabin only	NO_FARE_APPLICABLE	—	2026-09-10	—	3	ABSENTE → NON	Cabine seulement
latam	cabin	OFFERED	ACCEPTE	NOT_FOUND	NON_TROUVE	Selon route, taille, service et marché; montant exact non établi	—	marché/route → marché/route	animal+contenant	via parcours localisé	https://www.latamairlines.com/us/en/experience/prepare-your-trip/pets-transportation	Prices	cost depends on the route	NO_CURRENT_FARE_FOUND	—	2026-09-10	$45–250	4	ABSENTE → NON	Page dynamique; ancienne fourchette globale non soutenue
latam	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	LATAM Cargo	https://www.latamairlines.com/us/en/experience/prepare-your-trip/pets-transportation	Cargo referral	LATAM Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public global
latam	hold	OFFERED	ACCEPTE	NOT_FOUND	NON_TROUVE	Selon route, taille, service et marché; montant exact non établi	—	marché/route → marché/route	animal+contenant	via parcours localisé	https://www.latamairlines.com/us/en/experience/prepare-your-trip/pets-transportation	Prices	varies by service	NO_CURRENT_FARE_FOUND	—	2026-09-10	$50–300	4	ABSENTE → NON	Ne pas aplatir les marchés
lot	cabin	OFFERED	ACCEPTE	BOOKING_ONLY	BOOKING_ONLY	Prix dans la réservation / Manage My Booking	—	marché/route → marché/route	animal+contenant → par trajet selon réservation	jusqu’à 12 h avant	https://www.lot.com/cn/en/journey/special-services/traveling-with-pets/pet-in-cabin	Charges	shown during booking	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	€65–100	3	ABSENTE → NON	Une page locale publie des prix de départ; ne pas généraliser
lot	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	LOT Cargo	https://www.lot.com/us/en/journey/special-services/traveling-with-pets	Cargo referral	LOT Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	3	ABSENTE → NON	Aucun montant public général
lot	hold	OFFERED	ACCEPTE	BOOKING_ONLY	BOOKING_ONLY	Prix dans la réservation / Manage My Booking	—	marché/route → marché/route	animal+contenant → par trajet selon réservation	jusqu’à 12 h avant	https://www.lot.com/us/en/journey/special-services/traveling-with-pets	Pet in hold	Manage My Booking	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	€150–290	3	ABSENTE → NON	Ancienne fourchette non corroborée comme tarif courant global
lufthansa	cabin	OFFERED	ACCEPTE	CALCULATOR	CALCULATOR	Prix selon route et contenant	MULTI	aéroport départ → destination	contenant → par direction sur connexion Lufthansa	≥72 h	https://www.lufthansa.com/de/en/animals-as-additional-carry-on-baggage	Costs	calculated according to route	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	By route	4	ABSENTE → NON	Utiliser le calculateur officiel; table statique locale possiblement ancienne
lufthansa	cargo	CONDITIONAL	CONDITIONNEL	QUOTE	DEVIS	Sur devis	—	—	envoi cargo	Lufthansa Cargo	https://www.lufthansa.com/de/en/animals-as-additional-baggage	Cargo referral	Lufthansa Cargo	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	Quote	4	ABSENTE → NON	Aucun montant public général
lufthansa	hold	OFFERED	ACCEPTE	CALCULATOR	CALCULATOR	Prix selon route/taille + transit 150 EUR/170 CHF/170 USD/220 CAD; nuitée ZRH 200 CHF	EUR|CHF|USD|CAD	aéroport départ → destination via hubs	animal+contenant → par direction sur connexion Lufthansa	≥72 h	https://www.lufthansa.com/de/en/animals-as-additional-baggage	Costs and transfer surcharge	additional transfer surcharge	MECHANISM_EXCERPT_PRESENT	—	2026-09-10	By route	4	ABSENTE → NON	Suppléments exacts; prix de base au calculateur
luxair	cabin	OFFERED	OFFERED	EXACT	EXACT	70; Business free	EUR	Luxair network	per flight	NON_TROUVE	https://www.luxair.lu/sites/default/files/LG-LGIT-structure-fare_ENG.pdf	Fare structure PDF, pets	Pet in cabin: EUR 70 per flight	PRICE_EXCERPT_PRESENT	2025-10-08	2026-09-10	fee EUR70; Business free		NON — legacy fee/fareList not projected into policies/Finder	MATCH
luxair	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.luxair.lu/sites/default/files/LG-LGIT-structure-fare_ENG.pdf	No dog-cargo tariff found	Pet in hold: EUR 140 per flight	NO_CURRENT_FARE_FOUND	2025-10-08	2026-09-10	cargo quote/editorial		NON	No separate current dog-cargo fare established
luxair	hold	OFFERED	OFFERED	EXACT	EXACT	140	EUR	Luxair network	per flight	NON_TROUVE	https://www.luxair.lu/sites/default/files/LG-LGIT-structure-fare_ENG.pdf	Fare structure PDF, pets	Pet in hold: EUR 140 per flight	PRICE_EXCERPT_PRESENT	2025-10-08	2026-09-10	fee EUR140		NON — legacy fee/fareList not projected into policies/Finder	MATCH
malaysia_airlines	cabin	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.malaysiaairlines.com/content/dam/mh/my/en/pdf-file/2024-12-28-General-Conditions-of-Carriage-Malaysia-Airlines.pdf	General Conditions, animals	We may refuse to carry animals	NO_CURRENT_FARE_FOUND	2024-12-28	2026-09-10	denied editorial		NON	Current official material reviewed does not establish ordinary-dog cabin service
malaysia_airlines	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			MASkargo network	shipment	Contact cargo	https://www.maskargo.com/content/mk/en/products-and-services/products/mk-live.html	MK Live product	Live animals require special handling	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	Service established; no public exact fare
malaysia_airlines	hold	OFFERED	OFFERED	FORMULA	FORMULA	15–78 per kg; 280 per piece on piece routes	USD	Weight zones; Africa/Americas piece concept	pet+container; per kg or piece	Advance permission; exact deadline not found	https://www.malaysiaairlines.com/hk/zh_hk/travel-info/baggage/extra-baggage.html	Extra baggage rates, rate table immediately after formula	Charges are applied per kilogram. For routes to Africa or the Americas, charges are based on the piece concept.	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	NON_VISIBLE	2026-09-10	extra-baggage editorial		NON	NEEDS_QUOTE for numeric endpoints 15–78/280: current HTML exposes the formula but not the rate cells
neos	cabin	OFFERED	OFFERED	EXACT	EXACT	100	EUR	All eligible Neos routes	per animal; one-way	No later than 48h	https://www.neosair.com/en/information/traveling-with-pets	Travelling with pets, cabin	The cost is €100 each way	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR100		NON	MATCH
neos	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.neosair.com/en/information/traveling-with-pets	No separate cargo tariff	The cost is €200 each way	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote/editorial		NON	No separate dog-cargo offer established
neos	hold	OFFERED	OFFERED	EXACT	EXACT	200	EUR	All eligible Neos routes	per animal; one-way	No later than 48h	https://www.neosair.com/en/information/traveling-with-pets	Travelling with pets, hold	The cost is €200 each way	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR200		NON	MATCH
norwegian	cabin	OFFERED	OFFERED	RANGE	RANGE	55–75 online; 60–85 airport	EUR	Eligible Norwegian routes	per animal; one-way	Book early; capacity limited	https://www.norwegian.com/fr/infos-voyageurs/baggage/voyager-avec-des-animaux/	Animaux en cabine	55–75 EUR en ligne	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR55–85		NON	MATCH but legacy loses sales-channel split
norwegian	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.norwegian.com/fr/infos-voyageurs/baggage/voyager-avec-des-animaux/	No cargo fare found	Réservez le transport de votre animal	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	none/quote		NON	NON_TROUVE
norwegian	hold	OFFERED	OFFERED	RANGE	RANGE	150–180 online; 170–200 airport	EUR	Eligible Norwegian routes	per animal; one-way	Book early; capacity limited	https://www.norwegian.com/fr/infos-voyageurs/baggage/voyager-avec-des-animaux/	Animaux en soute	150–180 EUR en ligne	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR150–200		NON	MATCH but legacy loses sales-channel split
pegasus	cabin	OFFERED	OFFERED	EXACT	EXACT	750 domestic; 900 Northern Cyprus; 65 international	TRY; EUR	Domestic Turkey; Northern Cyprus; international	per animal/service	Call centre; exact deadline not found	https://www.flypgs.com/fr/informations-utiles/autres-informations/tarifs-des-services-complementaires	Pet transportation fees	International flights: 65 EUR	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	matching matrix		NON	MATCH
pegasus	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.flypgs.com/en/useful-info/info-about-flights/general-rules	No unaccompanied cargo tariff found	Only on domestic and Cyprus flights	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	none		NON	NON_TROUVE
pegasus	hold	LIMITED	RESTRICTED	EXACT	EXACT	850/950 domestic; 1000/1100 Northern Cyprus	TRY	Only domestic Turkey and Northern Cyprus; international not allowed	per animal by 8–15kg or >15kg	Call centre; exact deadline not found	https://www.flypgs.com/en/useful-info/other-info/extra-services-price-table%20	Domestic and KKTC → Pet → AVIH(S)/AVIH(B)	Animal in hold over 8 kgs up to 15 kgs — 850 TRY; Animal in hold over 15 kgs — 950 TRY	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	matching matrix		NON	MATCH; locator also carries KKTC 1000/1100 TRY; international rows are blank
philippine	cabin	OFFERED	OFFERED	EXACT	EXACT	2500	PHP	Domestic FurPAL routes	per dog; one-way	At least 48h	https://www.philippineairlines.com/ph/en/inflight-experience/furpal.html	FurPAL fee	PHP 2,500 per dog, one-way	PRICE_EXCERPT_PRESENT	From 2026-02	2026-09-10	PHP2500		NON	MATCH
philippine	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			PAL Cargo; commonly >32kg	shipment	Contact PAL Cargo	https://www.philippineairlines.com/ph/en/before-you-fly/baggage-information/special-baggage/pets.html	Heavy pets/cargo referral	Contact PAL Cargo for assistance	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
philippine	hold	OFFERED	OFFERED	MATRIX	MATRIX	1000–10000 domestic; 120–320 among published USD international tiers	PHP; USD; CAD and local currencies	Domestic weight; international route/piece matrix	pet+kennel; by total weight or piece	Advance arrangement; exact deadline varies	https://www.philippineairlines.com/us/en/before-you-fly/baggage-information/special-baggage/pets/checked-in-pet-fees.html	Checked-in Pet Fees → domestic and international tables	NEEDS_QUOTE — official rate tables were not exposed as faithful text by the accessible page	LOCATOR_ONLY_REVIEW_BEFORE_IMPORT	NON_VISIBLE	2026-09-10	PHP1000–10000; USD160–320		NON	STALE/INCOMPLETE: current international table includes USD120 and USD250 tiers; numeric proof needs browser capture
qantas	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://freight.qantas.com/en-au/pets/pet-travel-faqs	Pet travel FAQs	Pets travel through Qantas Freight	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
qantas	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS_COMPOSITE	45 ground handling excl GST plus surcharges; total not published	AUD	Domestic Q-GO Pets	shipment; weight/size/route	Book through Qantas Freight	https://freight.qantas.com/en-au/freight-planning/ground-handling-fees/domestic-fees	Domestic ground handling fees	Q-GO Pets: $45.00	MECHANISM_EXCERPT_PRESENT	Effective 2026-08-16 surcharge	2026-09-10	quote		NON	Do not publish AUD45 as total fare; calculator/quote plus charges
qantas	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Not checked passenger baggage	—		https://freight.qantas.com/en-au/pets/pet-travel-faqs	Pet travel FAQs	Pets travel through Qantas Freight	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
qatar_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary dogs; exceptions service dogs/falcons	—		https://www.qatarairways.com/en-am/baggage/animals.html	Animals in cabin	Only falcons and service dogs	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
qatar_airways	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			Over 75kg/300cm; unaccompanied/interline cases	shipment	Contact Qatar Airways Cargo	https://www.qatarairways.com/en-am/baggage/animals.html	Animals as cargo	must be transported as cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
qatar_airways	hold	OFFERED	OFFERED	MATRIX	MATRIX	200/350 medium; 300/450 large	USD	To/from Qatar versus other routes; 32kg and 32–75kg	per animal/container	At least 48h	https://www.qatarairways.com/en-am/baggage/animals.html	Excess baggage rates for animals	Medium: USD 200 or USD 350	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD200–450		NON	MATCH; official also publishes CAD260/455/390/590
royal_air_maroc	cabin	OFFERED	OFFERED	MATRIX	MATRIX	290 domestic; 640/70 Europe-Maghreb; 1150/120 long-haul	MAD; EUR; USD; CAD	Domestic; Europe/Maghreb; long-haul	per animal	At reservation and at least 48h	https://pre.royalairmaroc.com/us-en/information/travel-with-animals	Pet fees table	Long-haul: MAD 1150 / EUR 120	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	broad matching matrix		NON	MATCH; official page is on pre. subdomain
royal_air_maroc	cargo	LIMITED	RESTRICTED	NOT_FOUND	NON_TROUVE			Above passenger-hold thresholds	shipment	Contact airline/cargo	https://pre.royalairmaroc.com/us-en/information/travel-with-animals	Heavy animals	Maximum weight is 70 kg	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote/editorial		NON	No public exact cargo fare found
royal_air_maroc	hold	OFFERED	OFFERED	MATRIX	MATRIX	580–5180 MAD; 60–520 EUR/USD/CAD	MAD; EUR; USD; CAD	3 weight bands x route zones	per animal/container	At reservation and at least 48h	https://pre.royalairmaroc.com/us-en/information/travel-with-animals	Pet fees table	47–70 kg, long-haul: MAD 5180	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	broad matching matrix		NON	MATCH
royal_jordanian	cabin	OFFERED	OFFERED	MATRIX	MATRIX	60–185	USD	Aqaba; Beirut; Middle East; Europe zones	per animal	At least 48h	https://www.rj.com/en/info-and-tips/special-services/flying-with-pets	PETC charges	Middle East: USD 85	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD60–185		NON	MATCH
royal_jordanian	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.rj.com/en/info-and-tips/special-services/flying-with-pets	No separate cargo tariff found	Please contact Royal Jordanian	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote		NON	NON_TROUVE
royal_jordanian	hold	OFFERED	OFFERED	MATRIX	MATRIX	60–800; special formula >45kg	USD	Aqaba and regional zones; crate sizes	per animal/container	At least 48h	https://www.rj.com/en/info-and-tips/special-services/flying-with-pets	Large kennel matrix → Europe row; Aqaba values at following station rows	Europe | $600 | $600 | $600 | $800	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD175–800 plus AQJ		NON	MATCH; locator contains Aqaba 60/90/120 and the >45kg formula
ryanair	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets; recognised assistance dogs excepted	—		https://help.ryanair.com/hc/en-ie/articles/12890968181521-Does-Ryanair-carry-animals	Help centre	We do not carry animals	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
ryanair	cargo	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			All routes	—		https://help.ryanair.com/hc/en-ie/articles/12890968181521-Does-Ryanair-carry-animals	Help centre	We do not carry animals	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
ryanair	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			All routes	—		https://help.ryanair.com/hc/en-ie/articles/12890968181521-Does-Ryanair-carry-animals	Help centre	We do not carry animals	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
sas	cabin	OFFERED	OFFERED	MATRIX	MATRIX	420/550/550/55/60; 550/750/750/75/80; 740/990/990/99/105; 1100/1540/1540/149/159	DKK; NOK; SEK; EUR; USD	1 Domestic; 2 Scandinavia-Europe-Middle East; 3 Asia-Canada-US; 4 China	per container; per flight; one-way	At booking or up to 24h; subject to capacity	https://www.flysas.com/us-en/travel-info/travel-with-pets/in-hold	Fees → Pet in cabin → Domestic	Domestic: 420 DKK, 550 NOK, 550 SEK, 55 EUR, 60 USD	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR55–149		NON	MATCH; locator carries all four rows; per container/one-way and per-flight basis recorded separately
sas	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			China, UK, UAE or when passenger criteria fail	shipment	Contact freight forwarder	https://www.flysas.com/us-en/travel-info/travel-with-pets/in-hold	Cargo-required cases	must be transported as cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
sas	hold	OFFERED	OFFERED	MATRIX	MATRIX	680/950/950/90/100; 1250/1740/1740/169/195; 2500/3500/3500/340/370; 5400/7600/7600/725/775	DKK; NOK; SEK; EUR; USD	1 Domestic; 2 Scandinavia-Europe-Middle East; 3 Asia-Canada-US; 4 China	per container; per flight; one-way	At booking or up to 24h; subject to capacity	https://www.flysas.com/us-en/travel-info/travel-with-pets/in-hold	Fees → Pet in cargo hold → China	China: 5400 DKK, 7600 NOK, 7600 SEK, 725 EUR, 775 USD	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR90–725		NON	MATCH; locator carries all four rows; per container/one-way and per-flight basis recorded separately
saudia	cabin	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	NON_TROUVE	Official production page inaccessible; UAT excluded	No usable current production quotation	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	USD100		NON	UNPROVEN: do not reuse UAT USD100 as current official proof
saudia	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	NON_TROUVE	Official production page inaccessible; UAT excluded	No usable current production quotation	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote		NON	NON_TROUVE; no deduction from silence
saudia	hold	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	NON_TROUVE	Official production page inaccessible; UAT excluded	No usable current production quotation	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	USD300		NON	UNPROVEN: do not reuse UAT USD300 as current official proof
singapore_airlines	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://www.singaporeair.com/en_UK/in/travel-info/special-assistance/travelling-with-pets/	Travelling with pets	Pets cannot travel in the cabin	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
singapore_airlines	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			Typically >32kg or non-passenger cases	shipment	Contact cargo agent	https://www.singaporeair.com/en_UK/in/travel-info/special-assistance/travelling-with-pets/	Cargo referral	contact your local cargo agent	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
singapore_airlines	hold	OFFERED	OFFERED	FORMULA	FORMULA	Additional baggage rate; USA: two additional pieces charged separately	ROUTE CURRENCY	Network; special piece treatment to/from USA	pet+container; weight, or two pieces for USA	Contact at least 2 weeks before departure	https://www.singaporeair.com/en_UK/in/travel-info/special-assistance/travelling-with-pets/	Fees for travelling with pets	charged as additional baggage	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	extra-baggage editorial		NON	MATCH broad; no single pet-specific exact amount
sky_express	cabin	OFFERED	OFFERED	EXACT	EXACT	35 domestic; 65 international	EUR	Domestic Greece; international	per animal	At least 24h	https://www.skyexpress.gr/en/sky-experience/sky-pets	SKY Pets fees	€35 domestic; €65 international	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR35/65		NON	MATCH
sky_express	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	—	NON_TROUVE	https://www.skyexpress.gr/en/sky-experience/sky-pets	No cargo fare found	Only on ATR aircraft	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	none		NON	NON_TROUVE
sky_express	hold	LIMITED	RESTRICTED	EXACT	EXACT	50	EUR	ATR-operated flights only	per animal	At least 24h	https://www.skyexpress.gr/en/sky-experience/sky-pets	In the cargo hold → Transport charge	Transport charge 50€	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR50; ATR only		NON	MATCH
smartwings	cabin	OFFERED	OFFERED	EXACT	EXACT	120 / 144 / 3000	EUR; USD; CZK	Per eligible flight leg	per animal; per leg	At least 48h by phone	https://www.smartwings.com/en/fees-and-charges/?layout=default	Animals in cabin	EUR 120 / USD 144 / CZK 3000	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR100		NON	STALE: current official fare is EUR120
smartwings	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			Possible route-specific cargo handling	—	Contact carrier	https://www.smartwings.com/en/can-i-fly-with-my-pet	Pet booking page	book no later than 48 hours	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote/editorial		NON	No current public dog-cargo fare
smartwings	hold	OFFERED	OFFERED	EXACT	EXACT	220 / 263 / 5500	EUR; USD; CZK	Per eligible flight leg	per animal; per leg	At least 48h by phone	https://www.smartwings.com/en/fees-and-charges/?layout=default	Animals in hold	EUR 220 / USD 263 / CZK 5500	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR200		NON	STALE: current official fare is EUR220
south_african_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://www.flysaa.com/manage-fly/baggage/checked-baggage/animals?inheritRedirect=true	Animals policy	Pets are not permitted in the cabin	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
south_african_airways	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			International manifested cargo under AWB	shipment	Arrange through cargo agent	https://www.flysaa.com/manage-fly/baggage/checked-baggage/animals?inheritRedirect=true	International animals	must be booked as manifest cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
south_african_airways	hold	OFFERED	OFFERED	CONFLICT	CONFLICT	300 English; 250 Portuguese	ZAR	Domestic South Africa	per container <=23kg	Arrange in advance; page recommends about one week	https://www.flysaa.com/manage-fly/baggage/checked-baggage/animals?inheritRedirect=true	Domestic pet fee	ZAR 300 including VAT	CONFLICT_DO_NOT_IMPORT	NON_VISIBLE	2026-09-10	ZAR300 plus conflict note		NON	OFFICIAL LOCALE CONFLICT: English 300, Portuguese 250
sunexpress	cabin	OFFERED	OFFERED	MATRIX	MATRIX	from 89.99 international; Ercan 15 prepaid/20 airport; domestic 599 prepaid/650 airport	EUR; TRY	International; Ercan; domestic Turkey; not UK	per animal; one-way	No later than 3 working days	https://www.sunexpress.com/en-gb/information/luggage-info/transporting-animals/	Pet fees	from €89.99 per one-way flight	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	starting values		NON	MATCH but legacy omits airport rates and route exclusions
sunexpress	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			Required into Dubai/Abu Dhabi and other excluded cases	shipment	Contact cargo; >=3 working days prudent	https://www.sunexpress.com/en-gb/information/luggage-info/transporting-animals/	UAE restrictions	transportation is only possible as cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
sunexpress	hold	LIMITED	RESTRICTED	CONFLICT	CONFLICT	from119.99 prepaid/from160 airport international; Ercan 20 prepaid/25 airport; domestic850	EUR; TRY	Not UK; to Dubai/Abu Dhabi cargo only; outbound UAE differs	per animal; one-way	No later than 3 working days	https://www.sunexpress.com/en-gb/information/luggage-info/transporting-animals/	Hold fees	from €119.99 when booked in advance	CONFLICT_DO_NOT_IMPORT	NON_VISIBLE	2026-09-10	starting values		NON	Official locale conflict: English Ercan airport 25, Turkish locale 15
swiss	cabin	OFFERED	OFFERED	MATRIX	MATRIX	75–140 CHF; 65–125 EUR; 80–145 USD; Japan 105/85/115	CHF; EUR; USD	7 zones: Switzerland, Europe, Levant/N Africa, short/medium/long intercontinental, Japan	per container/journey component	Book as early as possible	https://www.swiss.com/gb/en/prepare/special-care/animals-travelling.html	Price table → Within Switzerland → cabin column	Within Switzerland CHF 75 EUR 65 USD 80	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	CHF/EUR broad range		NON	MATCH; locator carries seven-zone matrix
swiss	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			SWISS WorldCargo cases	shipment	Contact WorldCargo	https://www.swiss.com/gb/en/prepare/special-care/animals-travelling.html	Cargo referral	transported as cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
